date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:40	55473/55473	---M-Z	200	added ('OK')	text/html	etag:W/%22617ac289-d8b1%22	https://getbootstrap.com/docs/5.0/forms/floating-labels/	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/forms/floating-labels/index.html	(from )
15:30:40	1025/1025	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22617ac289-401%22	https://getbootstrap.com/docs/5.0/assets/img/favicons/safari-pinned-tab.svg	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/assets/img/favicons/safari-pinned-tab.svg	(from https://getbootstrap.com/docs/5.0/components/badge/)
15:30:42	133333/133333	---M-Z	200	added ('OK')	text/html	etag:W/%22617ac289-208d5%22	https://getbootstrap.com/docs/5.0/forms/validation/	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/forms/validation/index.html	(from )
15:30:42	80460/80460	---M-Z	200	added ('OK')	text/html	etag:W/%22617ac289-13a4c%22	https://getbootstrap.com/docs/5.0/components/accordion/	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/components/accordion/index.html	(from )
15:30:43	80502/80502	---M-Z	200	added ('OK')	text/html	etag:W/%22617ac289-13a76%22	https://getbootstrap.com/docs/5.0/components/alerts/	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/components/alerts/index.html	(from )
15:30:43	15086/15086	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22617ac289-3aee%22	https://getbootstrap.com/docs/5.0/assets/img/favicons/favicon.ico	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/assets/img/favicons/favicon.ico	(from https://getbootstrap.com/docs/5.0/components/badge/)
15:30:56	103013/103013	---M-Z	200	added ('OK')	text/html	etag:W/%22617ac289-19265%22	https://getbootstrap.com/docs/5.0/forms/layout/	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/forms/layout/index.html	(from )
15:30:56	54961/54961	---M--	200	added ('OK')	image/png	etag:%22617ac289-d6b1%22	https://getbootstrap.com/docs/5.0/assets/brand/bootstrap-social.png	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/assets/brand/bootstrap-social.png	(from https://getbootstrap.com/docs/5.0/components/badge/)
15:30:57	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	https://www.google-analytics.com/analytics.js	/home/batyr/websites/New%20Bootstrap/www.google-analytics.com/analytics.js	(from https://getbootstrap.com/docs/5.0/components/badge/)
15:33:17	19715/19715	---M-Z	200	added ('OK')	application/javascript	etag:W/%22617ac289-4d03%22	https://getbootstrap.com/docs/5.0/assets/js/docs.min.js	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/assets/js/docs.min.js	(from https://getbootstrap.com/docs/5.0/components/badge/)
15:33:21	2047/2047	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22617ac289-7ff%22	https://getbootstrap.com/docs/5.0/assets/brand/bootstrap-logo.svg	/home/batyr/websites/New%20Bootstrap/getbootstrap.com/docs/5.0/assets/brand/bootstrap-logo.svg	(from https://getbootstrap.com/docs/5.0/components/navbar/)
